hs6,description
870590,"vehicles; break-down lorries, road-sweepers, spraying lorries, mobile workshops, mobile radiological units, and other special purpose vehicles n.e.c. in heading no. 8705"
870600,"chassis; fitted with engines, for the motor vehicles of heading no. 8701 to 8705"
870710,vehicles; bodies (including cabs) for the motor vehicles of heading no. 8703
870790,"vehicles; bodies (including cabs) for the motor vehicles of heading no. 8701, 8702, 8704 or 8705"
870810,"vehicles; bumpers and parts thereof, for the vehicles of heading no. 8701 to 8705"
870821,"vehicles; parts of bodies, safety seat belts"
870822,"vehicles; parts and accessories, front windscreens (windshields), rear windows and other windows specified in subheading note 1 to this chapter"
870829,"vehicles; parts and accessories, of bodies, other than safety seat belts"
870830,"vehicle parts; brakes, servo-brakes and parts thereof"
870840,vehicle parts; gear boxes and parts thereof
870850,"vehicle parts; drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof"
870870,vehicle parts; road wheels and parts and accessories thereof
870880,vehicle parts; suspension systems and parts thereof (including shock-absorbers)
870891,vehicle parts; radiators and parts thereof
870892,vehicle parts; silencers (mufflers) and exhaust pipes; parts thereof
870893,vehicle parts; clutches and parts thereof
870894,"vehicle parts; steering wheels, steering columns and steering boxes; parts thereof"
870895,vehicle parts; safety airbags with inflater system; parts thereof
870899,vehicle parts and accessories; n.e.c. in heading no. 8708
870911,"vehicles; electrical, self-propelled, (not fitted with lifting or handling equipment), of the type used for short distance transport of goods in factories, warehouses, dock areas or airports"
870919,"vehicles; (not electrical), self-propelled, without handling equipment, used for short distance transport of goods in factories, airports and such, and tractors of the type used on railway station platforms"
870990,vehicles; parts of the vehicles of heading no. 8709
871000,"tanks and other armoured fighting vehicles; motorised, whether or not fitted with weapons, and parts of such vehicles"
871110,"motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, with internal combustion piston engine of a cylinder capacity not exceeding 50cc, with or without side-cars; side-cars"
871120,"motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, internal combustion piston engine, of cylinder capacity exceeding 50cc but not exceeding 250cc, with or without side-cars; side-cars"
871130,"motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, internal combustion piston engine, of cylinder capacity exceeding 250cc but not exceeding 500cc, with or without side-cars; side-cars"
871140,"motorcycles (including mopeds) and cycles; fitted with auxiliary motor, internal combustion piston engine of cylinder capacity exceeding 500cc but not exceeding 800cc, with or without sidecars; side-cars"
871150,"motorcycles (including mopeds) and cycles; fitted with auxiliary motor, with internal combustion piston engine of a cylinder capacity exceeding 800cc, with or without side-cars; side-cars"
871160,"motorcycles (including mopeds) and cycles; fitted with auxiliary motor, with electric motor for propulsion, with or without side-cars; side-cars"
871190,"motorcycles (including mopeds) and cycles; n.e.c. in heading no. 8711, fitted with auxiliary motor, with or without side-cars; side-cars"
871200,"bicycles and other cycles; including delivery tricycles, not motorised"
871310,carriages for disabled persons; not mechanically propelled
871390,carriages for disabled persons; mechanically propelled
871410,motorcycles (including mopeds); parts and accessories
871420,carriages for disabled persons; parts and accessories thereof
871491,"cycles; frames and forks, and parts thereof"
871492,"cycles; parts thereof, wheel rims and spokes"
871493,"cycles; parts thereof, hubs (other than coaster braking hubs and hub brakes) and free-wheel sprocket-wheels"
871494,"cycles; parts thereof, brakes, including coaster braking hubs and hub-brakes, and parts thereof"
871495,"cycles; parts thereof, saddles"
871496,"cycles; parts, pedals and crank-gear, and parts thereof"
871499,"cycles; parts thereof, n.e.c. in item no. 8714.9"
871500,baby carriages and parts thereof
871610,"trailers and semi-trailers; of the caravan type, for housing or camping"
871620,"trailers and semi-trailers; self-loading or self-unloading, for agricultural purposes"
871631,tanker trailers and tanker semi-trailers
871639,trailers and semi-trailers; (other than tanker type)
871640,trailers and semi-trailers; n.e.c. in item no. 8716.3
871680,vehicles; n.e.c. in heading no. 8716
871690,"trailers, semi-trailers and other vehicles not mechanically propelled; parts thereof for heading no. 8716"
880100,"balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
880211,"helicopters, except unmanned; of an unladen weight not exceeding 2000kg"
880212,"helicopters, except unmanned; of an unladen weight exceeding 2000kg"
880220,"aeroplanes and other aircraft, except unmanned; of an unladen weight not exceeding 2000kg"
880230,"aeroplanes and other aircraft, except unmanned; of an unladen weight exceeding 2000kg but not exceeding 15,000kg"
880240,"aeroplanes and other aircraft, except unmanned; of an unladen weight exceeding 15,000kg"
880260,spacecraft; (including satellites) and suborbital and spacecraft launch vehicles
880400,parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto
880510,"aircraft launching gear, deck-arrestor or similar gear and parts thereof"
880521,ground flying trainers and parts thereof; air combat simulators and parts thereof
880529,ground flying trainers and parts thereof; other than air combat simulators and parts thereof
880610,unmanned aircraft; for carriage of passengers
880621,"unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of not more than 250g"
880622,"unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 250g but not more than 7kg"
880623,"unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 7kg but not more than 25kg"
880624,"unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 25kg but not more than 150kg"
880629,"unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 150kg"
